1	18	8
2	18	9
4	18	6
5	4	4
6	4	4
7	2	3
8	5	8
10	3	5
11	5	4
12	1	1
15	3	6
16	3	3
17	1	2
18	2	3
19	1	1
20	18	8
21	18	20
22	2	3
25	2	3
26	4	7
27	3	3
28	2	2
29	3	8
31	2	2
32	3	4
34	3	3
35	2	3
38	18	5
39	18	7
42	4	6
43	18	9
45	5	9
46	5	5
49	2	2
50	3	3
51	4	7
52	3	3
54	18	5
59	5	9
60	3	9
62	4	5
63	4	4
64	18	6
65	2	2
66	3	3
68	4	7
69	4	6
72	4	5
73	18	6
74	3	3
75	18	8
77	3	4
78	5	6
79	4	11
80	2	2
81	18	4
82	5	6
84	5	6
87	18	5
91	3	5
92	18	10
94	18	14
96	4	5
98	1	1
99	4	7
100	3	3
101	3	3
102	3	3
103	3	4
104	2	2
105	18	6
107	18	5
108	4	5
109	8	4
110	3	3
113	4	4
118	3	3
119	2	2
120	18	34
121	5	5
124	6	5
127	4	7
128	4	5
129	18	12
130	4	14
131	3	3
132	3	5
133	4	4
136	4	4
137	3	4
138	2	2
141	2	4
144	3	3
145	3	3
146	3	3
147	4	13
149	1	1
153	5	9
154	4	5
155	2	4
158	3	3
162	3	6
163	2	3
164	3	3
165	5	4
166	2	2
167	18	6
170	2	3
172	8	5
173	3	3
174	1	1
176	5	9
178	4	5
179	2	2
180	18	4
181	1	1
182	1	1
185	3	3
186	8	4
187	18	6
189	3	3
190	3	3
193	4	6
196	18	7
198	4	5
199	18	14
200	3	4
201	3	4
203	4	5
207	2	2
211	2	2
212	5	8
214	2	3
215	3	4
220	0	5
221	2	2
222	1	1
224	3	4
225	0	7
230	18	8
232	8	5
233	3	3
239	5	8
241	4	5
242	2	3
244	18	5
246	3	4
248	2	3
249	18	8
250	18	12
251	3	6
252	18	18
254	2	2
255	18	5
256	2	3
257	5	8
259	2	2
261	4	5
263	2	2
264	1	1
265	18	14
268	0	12
269	18	5
271	3	4
272	18	7
273	2	3
274	18	10
275	3	32
276	2	2
277	3	3
278	1	1
279	4	6
282	1	1
284	2	2
285	1	1
287	4	4
294	1	1
296	0	18
299	18	5
302	18	15
303	2	3
304	4	9
305	2	2
307	8	5
311	3	3
312	3	3
