0	5	7
1	7	19
2	5	7
3	6	8
4	5	7
5	2	2
6	3	4
7	7	25
8	7	19
9	7	27
10	6	12
11	8	55
12	4	6
13	3	3
14	4	6
15	7	25
16	7	64
17	7	75
18	7	15
19	6	7
20	3	4
21	7	36
22	7	38
23	7	12
24	7	28
25	7	27
26	7	20
27	2	2
28	3	4
29	4	4
30	5	5
31	7	19
32	7	36
33	5	8
34	4	4
35	7	21
36	6	29
37	7	13
38	2	2
39	6	21
40	3	3
41	5	12
42	1	1
43	7	28
44	3	3
45	4	4
46	4	7
47	6	16
48	7	24
49	4	6
50	4	9
51	7	19
52	6	18
53	5	5
54	7	31
55	5	7
56	7	21
57	3	3
58	3	3
59	5	5
60	5	6
61	6	11
62	8	31
63	7	26
64	8	24
65	8	25
66	8	22
67	7	20
68	7	14
69	7	22
70	6	10
71	7	24
72	7	23
73	6	17
74	8	18
75	7	11
76	3	3
77	6	13
78	7	30
79	3	3
80	5	9
81	6	22
82	4	5
83	4	4
84	2	2
85	7	16
86	7	30
87	6	13
88	6	7
89	1	1
90	7	9
91	2	2
92	1	1
93	7	22
94	1	1
95	7	20
96	7	24
97	6	17
98	7	7
99	7	26
100	4	6
101	5	5
102	7	12
103	7	25
104	7	41
105	7	97
106	7	23
107	7	30
108	7	31
109	6	20
110	7	41
111	6	9
112	6	10
113	7	25
114	7	37
115	6	13
116	7	29
117	6	12
118	6	22
119	7	16
120	7	21
121	7	20
122	7	23
123	6	13
124	7	26
125	7	31
126	7	33
127	6	9
128	5	7
129	6	18
130	6	8
131	3	3
132	6	15
133	7	41
134	6	7
135	7	15
136	7	20
137	7	9
138	4	4
139	7	17
140	7	46
141	7	16
142	7	9
143	7	22
144	7	51
145	7	10
146	7	24
147	7	16
148	7	17
149	7	15
150	7	25
151	7	11
152	7	12
153	7	41
154	7	31
155	7	21
156	6	6
157	7	20
158	7	11
159	4	4
160	7	31
161	7	25
162	7	57
163	7	19
164	6	15
165	7	7
166	7	13
167	7	27
168	7	20
169	2	2
170	7	14
171	7	25
172	2	2
173	6	13
174	5	6
175	4	5
176	4	9
177	7	32
178	7	74
179	7	15
180	7	24
181	7	27
182	7	21
183	7	22
184	6	7
185	7	79
186	7	27
187	7	9
188	7	29
189	7	12
190	7	24
191	7	29
192	7	21
193	6	15
194	6	9
195	6	7
196	4	4
197	7	19
198	7	20
199	7	14
200	7	16
201	7	8
202	7	17
203	4	4
204	3	3
205	7	18
206	7	14
207	7	9
208	7	12
209	5	5
210	2	2
211	6	10
212	7	43
213	1	1
214	4	5
215	3	3
216	4	5
217	7	20
218	6	10
219	4	4
220	7	21
221	5	5
222	3	4
223	7	11
224	4	7
225	3	3
226	6	18
227	3	5
228	6	8
229	6	27
230	6	20
231	5	8
232	7	35
233	4	5
234	5	11
235	5	6
236	5	6
237	7	19
238	2	3
239	2	3
240	6	20
241	6	10
242	7	26
243	6	12
244	1	1
245	6	8
246	6	29
247	6	32
248	6	12
249	3	3
250	5	5
251	5	16
252	6	12
253	6	19
254	6	35
255	6	20
256	6	6
257	3	4
258	6	20
259	6	14
260	6	13
261	5	11
262	5	5
263	4	6
264	7	16
265	7	35
266	6	35
267	7	13
268	7	16
269	7	21
270	5	8
271	6	14
272	5	10
273	5	7
274	6	40
275	3	3
276	1	1
277	4	6
278	7	20
279	6	14
280	5	5
281	5	16
282	5	12
283	5	19
284	6	7
285	6	9
286	6	22
287	6	20
288	4	4
289	5	9
290	5	5
291	5	7
292	1	1
293	6	52
294	7	24
295	7	23
296	7	30
297	3	3
298	6	18
299	6	9
300	3	3
301	5	11
302	7	22
303	7	24
304	6	20
305	2	2
306	2	4
307	5	17
308	2	2
309	2	2
310	4	4
311	4	5
312	4	6
313	6	16
314	6	14
315	4	5
316	6	10
317	7	28
318	2	2
319	5	10
320	5	10
321	6	27
322	4	6
323	6	20
324	7	25
325	7	38
326	6	20
327	1	1
328	6	7
329	6	12
330	7	8
331	8	18
332	7	11
333	7	8
334	8	14
335	3	3
336	8	13
337	3	3
338	9	52
339	6	23
340	6	21
341	5	8
342	7	22
343	4	6
344	3	3
345	6	10
346	1	1
347	5	8
348	5	6
349	5	6
350	7	21
351	7	25
352	7	23
353	7	32
354	6	50
355	2	2
356	4	7
357	7	16
358	1	1
359	6	7
360	5	9
361	2	2
362	6	12
363	4	4
364	7	10
365	7	15
366	6	24
367	6	8
368	4	5
369	6	7
370	6	20
371	6	13
372	5	6
373	5	7
374	4	11
375	4	7
376	6	13
377	5	5
378	5	6
379	7	53
380	4	4
381	7	21
382	5	11
383	2	2
384	7	14
385	6	9
386	6	18
387	7	17
388	7	7
389	7	13
390	7	20
391	7	38
392	6	20
393	6	27
394	7	14
395	5	5
396	6	19
397	7	9
398	4	7
399	6	11
400	4	5
401	7	35
402	7	27
403	3	3
404	6	10
405	5	6
406	6	17
407	6	21
408	6	33
409	2	2
410	6	12
411	3	3
412	4	4
413	3	3
414	5	13
415	6	33
416	6	25
417	5	28
418	2	2
419	5	7
420	1	1
421	5	7
422	3	3
423	6	7
424	7	20
425	6	8
426	7	23
427	7	10
428	7	13
429	7	23
430	6	9
431	6	8
432	1	1
433	6	12
434	5	7
435	7	20
436	5	6
437	5	5
438	6	10
439	7	31
440	7	33
441	1	1
442	7	15
443	3	3
444	6	21
445	4	5
446	7	35
447	1	1
448	4	4
449	7	24
450	6	6
451	5	8
452	7	33
453	7	14
454	6	29
455	2	2
456	6	11
457	3	3
458	3	7
459	5	9
460	2	2
461	6	12
462	4	4
463	5	6
464	7	20
465	7	32
466	5	6
467	1	1
468	3	4
469	7	21
470	6	7
471	6	6
472	7	7
473	7	16
474	7	21
475	5	8
476	2	2
477	3	3
478	5	6
479	7	13
480	4	4
481	3	3
482	4	4
483	7	33
484	6	14
485	1	1
486	7	38
487	1	1
488	7	35
489	7	12
490	7	29
491	7	22
492	7	28
493	7	11
494	5	5
495	6	9
496	7	36
497	5	9
498	7	29
499	7	35
500	6	17
501	5	5
502	5	6
503	6	20
504	5	7
505	5	6
506	7	16
507	6	12
508	6	22
509	7	21
510	2	2
511	6	14
512	5	14
513	4	8
514	5	8
515	1	1
516	1	1
517	6	32
518	6	22
519	5	9
520	6	21
521	7	28
522	6	13
523	7	29
524	6	8
525	7	18
526	6	18
527	6	15
528	6	9
529	7	21
530	6	22
531	7	23
532	6	13
533	6	9
534	6	9
535	6	16
536	5	8
537	6	12
538	7	49
539	4	6
540	6	32
541	5	9
542	6	7
543	5	8
544	4	4
545	1	1
546	3	6
547	4	4
548	7	23
549	7	15
550	7	23
551	6	8
552	4	16
553	6	8
554	7	28
555	5	14
556	6	8
557	6	17
