0	27	42
1	28	50
2	32	93
3	32	69
4	32	94
5	32	169
6	31	113
7	23	70
8	21	35
9	20	38
10	29	47
11	27	74
12	25	56
13	33	178
14	28	78
15	25	50
16	34	74
17	34	109
18	29	54
19	29	70
20	32	72
21	34	136
22	12	13
23	33	79
24	26	38
25	26	33
26	26	33
27	29	61
28	34	103
29	29	56
30	32	66
31	29	48
32	26	33
33	26	28
34	26	29
35	29	57
36	29	43
37	26	35
38	27	45
39	27	34
40	29	58
41	34	89
42	34	73
43	12	12
44	34	104
45	25	46
46	34	71
47	29	49
48	29	57
49	13	13
50	13	15
51	29	67
52	18	24
53	27	40
54	30	49
55	30	41
56	30	46
57	30	65
58	34	124
59	30	51
60	27	53
61	27	69
62	34	214
63	34	123
64	34	168
65	28	89
66	23	34
67	9	9
68	30	46
69	29	62
70	17	18
71	13	16
72	7	8
73	21	29
74	32	91
75	18	20
76	20	22
77	21	25
78	21	23
79	28	42
80	32	70
81	34	111
82	34	231
83	34	139
84	33	130
85	25	37
86	34	216
87	34	137
88	24	31
89	31	69
90	21	27
91	21	29
92	25	42
93	32	85
94	26	42
95	27	46
96	32	118
97	16	23
98	17	23
99	19	27
100	20	39
101	19	27
102	17	21
103	27	50
104	26	31
105	34	144
106	34	140
107	34	219
108	26	41
109	5	5
110	8	9
111	8	8
112	17	19
113	32	85
114	34	140
115	34	129
116	32	81
117	17	18
118	23	30
119	13	14
120	16	17
121	34	232
122	20	25
123	26	34
124	21	42
125	17	27
126	27	33
127	22	28
128	34	144
129	34	162
130	24	35
131	32	58
132	32	61
133	33	106
134	14	23
135	27	36
136	27	27
137	33	83
138	27	32
139	21	38
140	21	39
141	28	81
142	34	139
143	29	49
144	13	13
145	34	69
146	23	28
147	33	50
148	15	18
149	20	28
150	27	37
151	29	44
152	34	69
153	34	52
154	34	52
155	33	78
156	16	23
157	27	77
158	28	47
159	25	36
160	34	345
161	24	41
162	30	64
163	32	52
164	25	46
165	34	117
166	34	175
167	27	68
168	32	75
169	34	117
170	34	96
171	29	43
172	33	90
173	34	81
174	32	71
175	11	11
176	24	33
177	27	52
178	24	34
179	27	53
180	33	81
181	27	59
182	27	45
183	34	171
184	34	78
185	16	22
186	25	29
187	34	54
188	30	41
189	30	74
190	28	34
191	27	60
192	17	21
193	21	26
194	29	44
195	27	35
196	25	33
197	26	35
198	26	36
199	27	49
200	24	34
201	29	55
202	7	7
203	27	39
204	25	35
205	23	31
206	27	59
207	24	28
208	30	51
209	33	83
210	34	84
211	34	152
212	34	119
213	21	46
214	27	51
215	32	90
216	20	27
217	17	24
218	29	66
219	18	18
220	16	16
221	30	61
222	31	70
223	30	56
224	13	13
225	25	28
226	32	63
227	17	18
228	21	22
229	26	31
230	19	21
231	27	62
232	28	89
233	33	64
234	28	49
235	20	24
236	32	50
237	23	29
238	25	43
239	11	11
240	19	20
241	19	21
242	23	32
243	29	51
244	23	26
245	29	51
246	14	17
247	16	17
248	21	26
249	34	166
250	27	33
251	27	36
252	34	119
253	29	42
254	34	82
255	34	63
256	34	127
257	19	19
258	29	57
259	21	29
260	19	21
261	29	48
262	18	26
263	32	62
264	21	36
265	21	37
266	20	31
267	16	18
268	27	37
269	34	82
270	15	15
271	32	68
272	25	47
273	20	29
274	20	23
275	24	34
276	9	9
277	19	21
278	29	54
279	8	8
280	34	120
281	32	59
282	34	137
283	34	140
284	27	42
285	32	87
286	30	44
287	18	22
288	26	38
289	8	8
290	34	81
291	23	27
292	27	36
293	18	20
294	21	23
295	29	83
296	31	71
297	15	19
298	14	16
299	18	23
300	34	74
301	32	129
302	22	22
303	34	101
304	24	29
305	30	60
306	29	48
307	20	22
308	28	39
309	25	44
310	25	31
311	25	36
312	25	29
313	16	17
314	30	50
315	8	8
316	27	45
317	21	24
318	31	59
319	10	10
320	27	48
321	27	55
322	19	26
323	20	34
324	16	19
325	24	27
326	29	40
327	24	31
328	18	19
329	34	96
330	8	9
331	21	24
332	19	28
333	34	133
334	17	19
335	18	24
336	27	35
337	29	38
338	31	61
339	29	58
340	34	105
341	13	13
342	27	72
343	19	20
344	15	17
345	20	26
346	23	27
347	20	24
348	4	4
349	16	22
350	18	23
351	30	60
352	20	26
353	20	41
354	10	10
355	34	52
356	31	49
357	30	45
358	21	53
359	20	32
360	21	28
361	29	48
362	32	68
363	34	57
364	9	9
365	34	90
366	34	104
367	34	82
368	27	45
369	7	8
370	26	36
371	34	86
372	22	29
373	28	44
374	17	20
375	31	65
376	27	49
377	30	137
378	22	24
379	27	52
380	27	40
381	24	33
382	5	5
383	5	5
384	16	16
385	22	22
386	8	8
387	26	39
388	24	27
389	27	43
390	27	45
391	19	19
392	19	20
393	32	82
394	26	32
395	27	40
396	14	14
397	27	36
398	4	4
399	18	18
400	27	37
401	25	49
402	8	8
403	18	18
404	34	82
405	34	122
406	19	28
407	19	27
408	30	54
409	29	84
410	11	11
411	32	104
412	30	68
413	23	28
414	4	10
415	4	4
416	3	3
417	29	63
418	25	30
419	34	99
420	34	138
421	27	50
422	32	45
423	26	39
424	34	132
425	21	35
426	29	58
427	32	55
428	20	27
429	20	32
430	28	52
431	18	23
432	7	7
433	17	23
434	34	183
435	10	14
436	3	3
437	27	39
438	32	82
439	3	3
440	27	69
441	27	55
442	23	26
443	29	53
444	24	31
445	23	29
446	19	25
447	20	30
448	21	39
449	1	1
450	32	72
451	12	13
452	21	40
453	27	32
454	9	9
455	29	62
456	2	2
457	22	27
458	29	47
459	30	73
460	30	52
461	19	24
462	25	30
463	1	1
464	29	47
465	14	15
466	21	51
467	24	24
468	18	21
469	16	17
470	18	24
471	13	14
472	7	7
473	34	108
474	34	80
475	2	2
476	8	8
477	11	11
478	25	40
479	4	4
480	29	44
481	30	44
482	27	45
483	27	44
484	18	20
485	23	28
486	32	72
487	12	15
488	11	11
489	29	35
490	31	41
491	17	19
492	26	30
493	34	86
494	34	114
495	34	78
496	19	23
497	16	17
498	27	86
499	21	49
500	19	21
501	14	14
502	19	23
503	12	12
504	21	42
505	12	13
506	27	61
507	5	5
508	25	34
509	29	53
510	19	20
511	18	22
512	4	4
513	32	54
514	10	10
515	27	43
516	11	13
517	11	12
518	34	71
519	17	21
520	30	53
521	11	16
522	3	3
523	14	19
524	1	1
525	21	43
526	28	61
527	17	17
528	10	10
529	20	35
530	9	10
531	33	51
532	18	19
533	34	157
534	5	5
535	10	10
536	14	14
537	27	44
538	9	9
539	8	8
540	8	9
541	18	20
542	18	18
543	26	41
544	21	28
545	23	25
546	34	99
547	24	28
548	28	36
549	29	79
550	25	27
551	17	20
552	30	41
553	7	8
554	10	11
555	16	16
556	8	8
557	18	18
558	12	12
559	7	8
560	29	55
561	1	1
562	23	30
563	16	19
564	25	32
565	12	12
566	18	22
567	3	4
568	23	28
569	21	39
570	17	19
571	20	20
572	18	24
573	18	19
574	4	4
575	11	11
576	19	19
577	11	13
578	1	1
579	18	20
581	23	30
582	16	16
583	1	1
584	4	4
585	10	11
586	23	25
587	14	14
588	20	22
589	23	24
590	23	27
591	8	8
592	20	33
593	26	42
594	6	6
595	1	1
596	5	5
597	15	16
598	7	7
599	13	14
600	10	11
601	28	38
602	20	24
603	1	1
604	8	8
605	3	4
606	1	1
607	27	33
608	20	28
609	4	4
610	14	16
611	23	26
612	31	54
613	8	11
614	3	4
615	32	60
616	6	6
617	6	6
618	12	13
619	8	8
620	2	2
621	16	17
622	1	1
623	8	10
624	11	11
625	6	6
626	1	1
627	14	14
628	6	6
629	4	4
630	2	2
631	2	2
632	3	3
634	1	1
635	10	11
636	1	1
637	3	3
638	21	24
639	5	5
640	16	17
641	16	18
642	19	19
643	13	13
644	14	15
645	4	5
646	3	3
647	11	12
649	9	10
650	1	1
651	15	17
652	7	7
654	26	38
655	26	30
656	11	11
657	1	1
659	1	1
661	23	43
662	16	18
663	17	18
664	10	11
665	25	27
666	18	22
667	25	30
668	1	1
669	6	6
671	25	30
672	13	13
673	1	1
674	16	18
676	4	4
677	2	2
678	14	14
679	17	18
680	1	1
681	19	22
682	3	3
683	8	8
685	30	46
686	10	10
687	7	7
688	1	1
689	2	2
690	20	20
692	2	2
693	5	5
694	9	9
695	21	27
696	9	9
697	4	6
698	26	27
699	19	24
700	19	30
701	1	1
702	2	2
704	1	1
705	7	7
706	10	12
707	21	40
708	16	18
709	3	3
710	17	18
712	3	4
713	3	3
714	21	23
715	5	5
716	1	1
717	8	9
718	6	6
719	11	13
720	19	23
721	5	5
722	4	4
723	9	12
724	2	2
725	13	13
726	18	18
727	4	4
728	13	16
729	8	8
730	12	12
733	9	13
734	14	14
735	7	7
736	5	5
737	1	1
738	30	34
739	6	6
740	4	4
741	5	5
742	3	3
743	3	3
745	6	7
747	29	39
748	25	32
749	5	5
750	1	1
751	7	7
752	5	5
753	17	19
754	20	28
755	1	1
756	19	24
757	3	3
758	13	13
759	2	2
760	4	4
761	1	1
762	1	1
763	1	1
764	9	9
765	18	20
766	3	3
767	6	6
768	14	15
769	3	3
770	1	1
771	8	8
773	1	1
774	1	1
775	1	1
776	23	28
777	13	19
778	5	5
779	3	3
780	1	1
781	3	3
782	3	3
783	7	8
784	1	1
785	4	4
786	9	9
787	1	1
788	1	1
789	10	11
790	1	1
791	6	6
792	1	1
793	5	5
794	2	2
795	1	1
796	4	4
797	4	5
799	6	7
800	6	6
801	2	2
802	5	5
803	16	18
804	12	12
805	4	4
806	5	5
807	6	6
809	30	47
810	15	17
811	8	8
812	30	60
813	18	24
814	5	5
815	17	17
816	17	21
817	5	5
818	13	13
819	5	5
820	34	128
821	2	2
822	18	20
823	18	23
824	1	1
825	4	4
826	21	25
827	1	1
828	24	29
829	4	4
830	1	1
831	1	1
832	21	25
833	7	7
834	1	1
835	7	7
836	4	4
837	1	1
838	2	2
839	2	2
840	16	16
841	6	7
842	2	2
843	2	2
844	3	3
845	24	30
846	1	1
847	21	27
848	3	3
849	6	6
850	2	2
851	11	14
852	4	4
853	1	1
854	7	7
855	5	5
856	29	66
857	4	4
858	1	1
859	32	72
860	18	22
861	1	1
862	1	1
863	1	1
864	1	1
865	9	9
866	3	3
867	4	4
868	2	2
869	6	6
870	3	3
871	1	1
872	13	13
873	2	2
874	3	3
875	1	1
876	1	1
877	9	9
878	4	4
879	1	1
880	27	30
881	1	1
882	2	2
883	10	10
884	1	1
885	4	5
886	11	11
887	3	3
888	1	1
889	4	4
890	1	1
891	2	2
892	19	21
893	2	2
894	1	1
895	3	3
896	24	30
897	1	1
898	2	2
899	1	1
900	18	25
901	1	1
902	1	1
903	3	3
904	1	1
905	8	8
906	5	5
907	11	12
908	22	26
909	8	8
910	1	1
911	3	3
912	5	5
913	17	21
914	18	21
915	1	1
916	1	1
917	23	27
918	23	26
919	11	11
920	2	2
921	11	11
922	18	23
923	4	4
924	11	11
925	17	17
926	11	13
927	11	11
928	1	1
929	12	12
930	11	14
931	12	15
932	34	97
933	15	16
934	4	4
935	5	5
936	18	25
937	7	7
938	1	1
939	3	3
940	2	2
941	1	1
942	2	2
943	1	1
944	1	1
945	3	3
946	1	1
947	8	8
948	1	1
949	22	23
950	29	45
951	9	9
952	6	6
953	15	16
954	7	7
955	7	7
956	15	15
957	9	10
958	2	3
959	1	1
960	1	1
961	1	1
962	2	2
963	26	40
964	5	5
965	1	1
966	2	2
967	5	5
968	2	2
969	2	2
970	6	6
971	28	95
972	2	2
973	1	1
974	7	7
975	1	1
976	21	25
977	2	2
978	5	5
979	5	5
980	9	10
981	21	25
982	1	1
983	3	3
984	3	3
985	1	1
986	3	3
987	12	12
988	2	2
989	2	2
990	18	20
991	4	4
992	1	1
993	1	1
994	1	1
995	1	1
996	1	1
997	3	3
998	1	1
999	1	1
1000	6	6
1001	10	10
1002	1	1
1003	1	1
1004	1	1
